Exercise_Name,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Axle Deadlift,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Back,https://www.bodybuilding.com/exercises/equipment/other,Other,9.1,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Zottman Curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/finder,,9.1,"A moderately rated exercise targeting the Biceps using nan. Zottman Curl is designed to improve strength, flexibility, and endurance."
Glute ham raise-,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/none,None,9.1,"A moderately rated exercise targeting the Hamstrings using none. Glute ham raise- is designed to improve strength, flexibility, and endurance."
Single-arm lateral raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,"A moderately rated exercise targeting the Shoulders using dumbbell. Single-arm lateral raise is designed to improve strength, flexibility, and endurance."
Power Partials,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,"A moderately rated exercise targeting the Shoulders using dumbbell. Power Partials is designed to improve strength, flexibility, and endurance."
Leverage Shrug,https://www.bodybuilding.com/exercises/exerciseImages/sequences/898/Male/m/898_1.jpg,https://www.bodybuilding.com/images/2020/xdb/898_2.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Shoulders,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.1,"A moderately rated exercise targeting the Traps using machine. Leverage Shrug is designed to improve strength, flexibility, and endurance."
Cable V-bar push-down,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.1,"A moderately rated exercise targeting the Triceps using cable. Cable V-bar push-down is designed to improve strength, flexibility, and endurance."
Incline dumbbell reverse fly,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-13n-incline-dumbbell-reverse-fly-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,"A moderately rated exercise targeting the Shoulders using dumbbell. Incline dumbbell reverse fly is designed to improve strength, flexibility, and endurance."
Stair climber,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.1,"A moderately rated exercise targeting the Quadriceps using machine. Stair climber is designed to improve strength, flexibility, and endurance."
Elbow-to-knee crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-176a-elbow-to-knee-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,"A moderately rated exercise targeting the Abdominals using body only. Elbow-to-knee crunch is designed to improve strength, flexibility, and endurance."
Kettlebell Pistol Squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/521/Male/m/521_2.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,9.1,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Overhead dumbbell front raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17d-overhead-dumbbell-front-raise-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,"A moderately rated exercise targeting the Shoulders using dumbbell. Overhead dumbbell front raise is designed to improve strength, flexibility, and endurance."
Biceps curl to shoulder press,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.1,"A moderately rated exercise targeting the Biceps using dumbbell. Biceps curl to shoulder press is designed to improve strength, flexibility, and endurance."
Weighted bench dip,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.1,"A moderately rated exercise targeting the Triceps using body only. Weighted bench dip is designed to improve strength, flexibility, and endurance."
Barbell Hip Thrust,,,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.1,"A moderately rated exercise targeting the Glutes using barbell. Barbell Hip Thrust is designed to improve strength, flexibility, and endurance."
Forward lunge,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.0,"A moderately rated exercise targeting the Quadriceps using body only. Forward lunge is designed to improve strength, flexibility, and endurance."
Barbell Bench Press - Medium Grip,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.0,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Chest dip,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/other,Other,9.0,"A moderately rated exercise targeting the Chest using other. Chest dip is designed to improve strength, flexibility, and endurance."
Seated dumbbell shoulder press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-50e-seated-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"A moderately rated exercise targeting the Shoulders using dumbbell. Seated dumbbell shoulder press is designed to improve strength, flexibility, and endurance."
Barbell Curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.0,"A moderately rated exercise targeting the Biceps using barbell. Barbell Curl is designed to improve strength, flexibility, and endurance."
EZ-Bar Skullcrusher,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-94s-ez-bar-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,9.0,"A moderately rated exercise targeting the Triceps using e-z curl bar. EZ-Bar Skullcrusher is designed to improve strength, flexibility, and endurance."
One-Arm Dumbbell Row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13e-single-arm-bench-dumbbell-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"A moderately rated exercise targeting the Middle Back using dumbbell. One-Arm Dumbbell Row is designed to improve strength, flexibility, and endurance."
Alternating standing shoulder press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-93d-alternating-standing-shoulder-press-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"A moderately rated exercise targeting the Shoulders using dumbbell. Alternating standing shoulder press is designed to improve strength, flexibility, and endurance."
Concentration curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-8e-concentration-curl-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"A moderately rated exercise targeting the Biceps using dumbbell. Concentration curl is designed to improve strength, flexibility, and endurance."
Decline Crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.0,"A moderately rated exercise targeting the Abdominals using body only. Decline Crunch is designed to improve strength, flexibility, and endurance."
Decline Dumbbell Flyes,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-31n-decline-dumbbell-chest-fly-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"A moderately rated exercise targeting the Chest using dumbbell. Decline Dumbbell Flyes is designed to improve strength, flexibility, and endurance."
Single-arm incline rear delt raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"A moderately rated exercise targeting the Shoulders using dumbbell. Single-arm incline rear delt raise is designed to improve strength, flexibility, and endurance."
Alternating dumbbell front raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"A moderately rated exercise targeting the Shoulders using dumbbell. Alternating dumbbell front raise is designed to improve strength, flexibility, and endurance."
Hanging toes-to-bar,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9.0,"A moderately rated exercise targeting the Abdominals using body only. Hanging toes-to-bar is designed to improve strength, flexibility, and endurance."
Narrow-stance squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.0,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Kneeling cable oblique crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.0,"A moderately rated exercise targeting the Abdominals using cable. Kneeling cable oblique crunch is designed to improve strength, flexibility, and endurance."
Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19c-reverse-grip-cable-straight-bar-push-down-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9.0,"A moderately rated exercise targeting the Triceps using cable. Reverse Grip Triceps Pushdown is designed to improve strength, flexibility, and endurance."
Bear crawl sled drag,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/other,Other,9.0,"A moderately rated exercise targeting the Quadriceps using other. Bear crawl sled drag is designed to improve strength, flexibility, and endurance."
Rocky Pull-Ups/Pulldowns,,,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/other,Other,9.0,"A moderately rated exercise targeting the Lats using other. Rocky Pull-Ups/Pulldowns is designed to improve strength, flexibility, and endurance."
Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.0,"A moderately rated exercise targeting the Shoulders using barbell. Snatch-Grip Behind-The-Neck Overhead Press is designed to improve strength, flexibility, and endurance."
Box Squat with Bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/666/Male/m/666_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9.0,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/exerciseImages/sequences/285/Male/m/285_1.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9.0,"Stand with feet shoulder-width, hold dumbbells with palms facing forward, and curl towards your shoulders. Keep elbows stationary."
Thigh adductor,,,https://www.bodybuilding.com/exercises/muscle/adductors,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.0,"A moderately rated exercise targeting the Adductors using machine. Thigh adductor is designed to improve strength, flexibility, and endurance."
Machine Bicep Curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/899/Male/m/899_2.jpg,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9.0,"A moderately rated exercise targeting the Biceps using machine. Machine Bicep Curl is designed to improve strength, flexibility, and endurance."
